Numero do Sujeito,1a. Doença,Idade 1a. Doença,Tempo 1a Doença,Sexo,UF Nascimento,UF,Formação,Atividade,Escolaridade,Estado Civil,Religião,Outro Idioma,Análise do Contexto,Autoconfiança,Autocontrole,Conquistar e Manter Pessoas,Empatia,Leitura Corporal,Otimismo com a Vida,Sentido da Vida
17705,"Não me recordo de nenhum caso de acidente ou doença grave que eu mesma vivenciei. Tive uma prima,que faleceu de câncer cerebral quando eu era pequena,",7 - 12 anos,Meses,Feminino,SP,SP,Biologia,Analista de Meio Ambiente,Pós-Graduação,Casado,Outro,Sim,Excelente no estresse,Forte no estresse (PC-I),Forte no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Boa no estresse (PC-P),Forte no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
17706,Falecimento irmã,7 - 12 anos,Meses,Masculino,SP,SP,Cientista Computação,Gerente Tecnologia,Superior Completo,Casado,Católico,Não,Excelente no estresse,Forte no estresse (PC-I),Forte no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Forte no estresse (PC-I),Excelente no estresse,Fraca no estresse (PC-I),Boa no estresse (PC-I)
17707,Dificuldade para engravidar,31 - 49 anos,Mais de um ano,Feminino,SP,SP,ADMINISTRADORA DE EMPRESAS,ADMINISTRADORA,Superior Completo,Casado,Espírita,Não,Forte no estresse (PC-I),Excelente face ao estresse,Excelente no estresse,Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Forte no estresse (PC-I),Forte no estresse (PC-I)
17708,morte dos avós maternos,18 - 30 anos,Mais de um ano,Masculino,AC,AC,Designer,gerente de projetos,Pós-Graduação,Casado,Católico,Não,Forte no estresse (PC-I),Moderada no estresse (PC-I),Excelente no estresse,Forte diante do impacto do estresse (PC-I),Excelente no estresse,Moderada no estresse (PC-P),Forte no estresse (PC-I),Fraca no estresse (PC-I)
17709,Crises de ansiedade,31 - 49 anos,Um ano,Masculino,SP,SP,Advogado e Contador,Fisconnect,Pós-Graduação,Casado,Outro,Sim,Excelente no estresse,Fraca no estresse (PC-I),Fraca no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Excelente no estresse,Boa no estresse (PC-P),Fraca no estresse (PC-I),Moderada no estresse (PC-I)
17710,QUANDO TIVE UM RELACIONAMENTO ONDE SOFRIA ABUSO EMOCIONAL,31 - 49 anos,Mais de um ano,Feminino,SP,SP,PUBLICITÁRIA,SÓCIA,Pós-Graduação,Casado,Evangélico,Não,Forte no estresse (PC-P),Forte no estresse (PC-I),Excelente no estresse,Fraca diante do impacto do estresse (PC-I),Boa no estresse (PC-P),Forte no estresse (PC-P),Fraca no estresse (PC-I),Moderada no estresse (PC-I)
17711,Rompi os ligamentos cruzados dos dois joelhos,31 - 49 anos,Meses,Masculino,SP,SP,Publicitário,CEO,Pós-Graduação,Casado,Católico,Sim,Boa no estresse (PC-P),Excelente face ao estresse,Boa no estresse (PC-P),Excelente face ao impacto do estresse (PC-E),Forte no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse
17712,pequena queda de uma moto,Acima,Semanas,Masculino,SP,SP,contabilista,empreghador,Técnico,Casado,Católico,Não,Forte no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Moderada diante do impacto do estresse (PC-I),Excelente no estresse,Moderada no estresse (PC-P),Moderada no estresse (PC-I),Boa no estresse (PC-P)
17713,Filho eternado em utei 15 dias,18 - 30 anos,Meses,Masculino,SP,SP,ANALISTA FISCAL,CPA ONLINE CONTABILIDADE,Técnico,Casado,Evangélico,Não,Forte no estresse (PC-I),Forte no estresse (PC-P),Fraca no estresse (PC-I),Fraca diante do impacto do estresse (PC-I),Forte no estresse (PC-I),Boa no estresse (PC-P),Forte no estresse (PC-P),Forte no estresse (PC-P)
17714,Cancer de mama da minha mãe,31 - 49 anos,Alguns dias,Masculino,SP,SP,Contador,Contador,Pós-Graduação,Solteiro,Outro,Sim,Excelente no estresse,Moderada no estresse (PC-I),Excelente no estresse,Fraca diante do impacto do estresse (PC-I),Moderada no estresse (PC-I),Boa no estresse (PC-P),Fraca no estresse (PC-I),Fraca no estresse (PC-I)
17715,2 CIRURGIAS,31 - 49 anos,Mais de um ano,Masculino,SP,SP,,SURPERVISOR,Superior Incompleto,Casado,Católico,Não,Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Fraca diante do impacto do estresse (PC-I),Moderada no estresse (PC-I),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
17716,Falecimento da minha irmã,Acima,Mais de um ano,Masculino,SP,SP,Engenheiro Agrônomo,,Pós-Graduação,Divorciado,Outro,Não,Forte no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Forte diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Moderada no estresse (PC-P),Moderada no estresse (PC-P),Fraca no estresse (PC-P)
17717,Não vivi situações de gravidade,,,Feminino,RS,SP,Administração,Consultoria,Pós-Graduação,Casado,Espírita,Sim,Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Forte diante do impacto do estresse (PC-I),Fraca no estresse (PC-I),Fraca no estresse (PC-P),Moderada no estresse (PC-I),Fraca no estresse (PC-I)
17718,"Má formação congênita, passei por diversas cirurgias. A primeira delas, foi uma cirurgia cardíaca aos 05 meses de idade",Até 6 anos,Mais de um ano,Feminino,SC,SP,Analista de Recursos Humanos,Recrutamento e Seleção,Pós-Graduação,Solteiro,Católico,Sim,Excelente no estresse,Excelente face ao estresse,Moderada no estresse (PC-P),Excelente face ao impacto do estresse (PC-E),Forte no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Moderada no estresse (PC-P)
17719,Cancer cerebro,18 - 30 anos,Mais de um ano,Feminino,SP,SP,Medico,,Superior Completo,Solteiro,Outro,Sim,Excelente no estresse,Fraca no estresse (PC-I),Boa no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Excelente no estresse,Moderada no estresse (PC-P),Fraca no estresse (PC-I),Excelente no estresse
17720,Câncer - Linfoma,31 - 49 anos,Um ano,Feminino,SC,SP,Psicologia,Especialista de RH,Pós-Graduação,Casado,Católico,Sim,Excelente no estresse,Boa no estresse (PC-I),Fraca no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
17721,divórcio dos meus pais,18 - 30 anos,Mais de um ano,Masculino,SP,SP,Médico,Residente Cirurgia Oncológica,Pós-Graduação,Solteiro,Outro,Sim,Boa no estresse (PC-P),Forte no estresse (PC-P),Excelente no estresse,Boa diante do impacto do estresse (PC-P),Moderada no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Forte no estresse (PC-P)
17722,,,,Feminino,SP,SP,Psicóloga,Residente em Psicologia,Superior Completo,Solteiro,Outro,Não,Forte no estresse (PC-I),Boa no estresse (PC-P),Excelente no estresse,Forte diante do impacto do estresse (PC-P),Forte no estresse (PC-P),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P)
17724,,,,Feminino,SP,SP,enfermeira,residente de enfermagem,Superior Completo,Solteiro,Católico,Não,Excelente no estresse,Boa no estresse (PC-P),Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Boa no estresse (PC-P),Moderada no estresse (PC-I),Fraca no estresse (PC-I)
17726,Acidente de moto,18 - 30 anos,Semanas,Feminino,SP,SP,Fisioterapeuta,Fisioterapeuta,Superior Completo,Solteiro,Católico,Não,Excelente no estresse,Boa no estresse (PC-I),Moderada no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Forte no estresse (PC-I),Moderada no estresse (PC-I),Forte no estresse (PC-I),Fraca no estresse (PC-I)
17728,Doença de meu esposo,18 - 30 anos,Mais de um ano,Feminino,CE,SP,Médica,Medicar residente oncologia clínica,Pós-Graduação,Casado,Evangélico,Sim,Boa no estresse (PC-P),Excelente face ao estresse,Forte no estresse (PC-I),Forte diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Moderada no estresse (PC-I),Fraca no estresse (PC-I)
17729,Acidente de carro,Até 6 anos,Alguns dias,Feminino,SP,SP,Nutrição,Residente,Pós-Graduação,Solteiro,Espírita,Não,Moderada no estresse (PC-I),Fraca no estresse (PC-P),Fraca no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Boa no estresse (PC-I),Boa no estresse (PC-P),Fraca no estresse (PC-I)
17730,,,,Masculino,BA,SP,Médico,Residência,Superior Completo,Solteiro,Católico,Sim,Forte no estresse (PC-I),Boa no estresse (PC-I),Fraca no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Fraca no estresse (PC-I),Moderada no estresse (PC-I),Fraca no estresse (PC-I),Moderada no estresse (PC-I)
17731,Morte da avó,18 - 30 anos,Meses,Feminino,SP,SP,Medica,Médica cirugia,Pós-Graduação,Solteiro,Espírita,Sim,Excelente no estresse,Moderada no estresse (PC-I),Fraca no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Forte no estresse (PC-I),Boa no estresse (PC-P),Fraca no estresse (PC-I),Forte no estresse (PC-I)
17732,,,,Masculino,SP,SP,,,1ª a 4ª série,Casado,Católico,Não,Boa no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
17734,MÃE COM SUSPEITA DE BARRET,18 - 30 anos,Meses,Feminino,SP,SP,MÉDICA,RESIDENTE ONCOLOGIA,Pós-Graduação,Solteiro,Evangélico,Sim,Forte no estresse (PC-I),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse
17736,Acidente de trânsito,18 - 30 anos,Alguns dias,Masculino,SC,SP,Médico,Residência Médica em Oncologia Clínica,Pós-Graduação,União Estável,Católico,Sim,Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P),Forte diante do impacto do estresse (PC-P),Excelente no estresse,Excelente no estresse,Boa no estresse (PC-P),Excelente no estresse
17739,Nasiangiofibroma Juvenil,18 - 30 anos,Mais de um ano,Masculino,AM,SP,Médico,Médico residente,Pós-Graduação,União Estável,Outro,Não,Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Forte no estresse (PC-P),Excelente no estresse,Moderada no estresse (PC-P),Boa no estresse (PC-P)
17743,Cancer materno,18 - 30 anos,Semanas,Feminino,SP,SP,Fisioterapia,Residente Ac Camargo,1ª a 4ª série,Solteiro,Espírita,Sim,Boa no estresse (PC-P),Forte no estresse (PC-I),Moderada no estresse (PC-I),Fraca diante do impacto do estresse (PC-I),Moderada no estresse (PC-I),Moderada no estresse (PC-P),Moderada no estresse (PC-P),Forte no estresse (PC-I)
17744,Nao sei,Até 6 anos,Meses,Masculino,SP,SP,Médico,Residente médico,Superior Completo,Solteiro,Outro,Sim,Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Boa no estresse (PC-P),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P)
17745,Perda de um amigo por suicidio,18 - 30 anos,Alguns dias,Feminino,MG,SP,Médica,Residente,Superior Completo,Solteiro,Católico,Sim,Forte no estresse (PC-I),Moderada no estresse (PC-I),Fraca no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Fraca no estresse (PC-I),Boa no estresse (PC-P),Forte no estresse (PC-P),Excelente no estresse
17749,Suicídio de familiar,13 - 17 anos,Semanas,Masculino,MS,SP,Médico,Médico residente,Superior Completo,Solteiro,Outro,Não,Excelente no estresse,Forte no estresse (PC-P),Boa no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse
17752,,,,Feminino,SP,SP,Médico,Medicina,Pós-Graduação,Solteiro,Espírita,Sim,Forte no estresse (PC-P),Excelente face ao estresse,Boa no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Boa no estresse (PC-P),Forte no estresse (PC-I),Excelente no estresse,Boa no estresse (PC-I)
17753,Fratura de tornozelo,18 - 30 anos,Meses,Masculino,AC,SP,Médico,Residente de Cirurgia da cabeça e pescoço,Pós-Graduação,Solteiro,Católico,Sim,Forte no estresse (PC-P),Forte no estresse (PC-I),Forte no estresse (PC-P),Forte diante do impacto do estresse (PC-P),Excelente no estresse,Forte no estresse (PC-I),Fraca no estresse (PC-I),Excelente no estresse
17754,"Nunca tive uma doença, acidente ou situação de saúde grave",,,Feminino,SE,SP,Mèdica,Médica Residente em Oncologia,Pós-Graduação,Solteiro,Espírita,Sim,Forte no estresse (PC-I),Excelente face ao estresse,Boa no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Forte no estresse (PC-I),Excelente no estresse,Moderada no estresse (PC-I),Fraca no estresse (PC-I)
17755,Suicidio de um namorado,18 - 30 anos,Um ano,Feminino,SP,SP,Psicologa,Psicologa,Pós-Graduação,Solteiro,Católico,Sim,Excelente no estresse,Moderada no estresse (PC-I),Forte no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Excelente no estresse,Forte no estresse (PC-P),Excelente no estresse,Boa no estresse (PC-I)
17757,Queda de cabeça na borda da piscina,Até 6 anos,Alguns dias,Masculino,RJ,SP,Medico,Médico,Superior Completo,Casado,Católico,Sim,Boa no estresse (PC-P),Boa no estresse (PC-P),Moderada no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
17759,Acidente de carro,13 - 17 anos,Semanas,Feminino,SP,SP,Medica,Medica,Superior Completo,Solteiro,Católico,Sim,Excelente no estresse,Forte no estresse (PC-P),Fraca no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Excelente no estresse,Fraca no estresse (PC-I),Moderada no estresse (PC-I)
17760,asma/bronquite,Até 6 anos,Mais de um ano,Feminino,SP,SP,enfermeira,residente de enfermagem,Superior Completo,Solteiro,Evangélico,Sim,Excelente no estresse,Moderada no estresse (PC-I),Forte no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Forte no estresse (PC-I),Excelente no estresse,Moderada no estresse (PC-I),Fraca no estresse (PC-I)
17761,Ir morar com a minha avó após separação dos meus pais,Até 6 anos,Mais de um ano,Feminino,MG,SP,Médica,residente,Superior Completo,Casado,Evangélico,Sim,Forte no estresse (PC-I),Excelente face ao estresse,Forte no estresse (PC-P),Forte diante do impacto do estresse (PC-I),Excelente no estresse,Excelente no estresse,Excelente no estresse,Fraca no estresse (PC-I)
17762,Estenose Hipertrofica de Piloro,Até 6 anos,Semanas,Masculino,GO,SP,Médico,Médico,Superior Completo,Solteiro,Católico,Sim,Boa no estresse (PC-I),Forte no estresse (PC-I),Moderada no estresse (PC-I),Fraca diante do impacto do estresse (PC-I),Moderada no estresse (PC-I),Boa no estresse (PC-P),Fraca no estresse (PC-I),Excelente no estresse
17764,Câncer,7 - 12 anos,Mais de um ano,Masculino,MG,SP,Médico,Médico residente,Superior Completo,Solteiro,Outro,Sim,Forte no estresse (PC-P),Fraca no estresse (PC-I),Boa no estresse (PC-P),Forte diante do impacto do estresse (PC-I),Fraca no estresse (PC-I),Moderada no estresse (PC-P),Fraca no estresse (PC-I),Forte no estresse (PC-I)
17768,Falecimento de animal de estimação que estava comigo a 15 anos,18 - 30 anos,Mais de um ano,Feminino,SP,SP,Cirurgiã-dentista,Residência multiprofissional,Superior Completo,Solteiro,Católico,Sim,Excelente no estresse,Moderada no estresse (PC-I),Fraca no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Moderada no estresse (PC-I),Excelente no estresse,Forte no estresse (PC-I)
17770,Mudar do Brasil por um ano,18 - 30 anos,Meses,Masculino,MG,SP,Médico,Residente em patologia,Superior Completo,Solteiro,Espírita,Sim,Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Forte diante do impacto do estresse (PC-I),Boa no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P),Boa no estresse (PC-P)
17771,"Acidente de carro, Fratura exposta de Membro inferior Esquerdo",18 - 30 anos,Um ano,Masculino,SP,SP,Médico,Médico,Pós-Graduação,Solteiro,Espírita,Não,Forte no estresse (PC-P),Moderada no estresse (PC-P),Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Moderada no estresse (PC-P),Boa no estresse (PC-P),Moderada no estresse (PC-P),Boa no estresse (PC-P)
17772,Doença de Behçet,18 - 30 anos,Meses,Feminino,SP,SP,Médica,Médica Residente,Superior Completo,Solteiro,Espírita,Sim,Forte no estresse (PC-P),Excelente face ao estresse,Boa no estresse (PC-P),Moderada diante do impacto do estresse (PC-I),Boa no estresse (PC-I),Forte no estresse (PC-P),Fraca no estresse (PC-I),Fraca no estresse (PC-I)
17773,Morte do meu avô,7 - 12 anos,Meses,Feminino,BA,SP,Médica,,Superior Completo,Solteiro,Católico,Sim,Excelente no estresse,Fraca no estresse (PC-I),Fraca no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Fraca no estresse (PC-I),Boa no estresse (PC-P),Fraca no estresse (PC-I),Fraca no estresse (PC-I)
17774,,,,Feminino,RJ,SP,,,Superior Completo,Solteiro,Católico,Não,Forte no estresse (PC-P),Forte no estresse (PC-P),Forte no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Boa no estresse (PC-P),Moderada no estresse (PC-I),Forte no estresse (PC-I)
17778,Acidente automobilistico,18 - 30 anos,Meses,Masculino,PE,SP,Cirurgião Dentista,,Pós-Graduação,Solteiro,Católico,Não,Excelente no estresse,Fraca no estresse (PC-I),Forte no estresse (PC-I),Forte diante do impacto do estresse (PC-I),Excelente no estresse,Fraca no estresse (PC-P),Moderada no estresse (PC-I),Forte no estresse (PC-I)
17779,Tentativa de suicídio,13 - 17 anos,Mais de um ano,Masculino,RS,SP,Médico,Residente,Superior Completo,Solteiro,Outro,Sim,Boa no estresse (PC-P),Fraca no estresse (PC-P),Boa no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Fraca no estresse (PC-P),Fraca no estresse (PC-P),Moderada no estresse (PC-P),Excelente no estresse
17782,Mononucleose,13 - 17 anos,Semanas,Feminino,SP,SP,Fonoaudióloga,Fonoaudióloga,Superior Completo,Solteiro,Católico,Sim,Excelente no estresse,Forte no estresse (PC-P),Boa no estresse (PC-P),Forte diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-I)
17786,Não me recordo,13 - 17 anos,Alguns dias,Masculino,SP,SP,Médico,Residente medicina,Superior Completo,Solteiro,Outro,Sim,Excelente no estresse,Excelente face ao estresse,Fraca no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Forte no estresse (PC-I),Boa no estresse (PC-P),Moderada no estresse (PC-I),Excelente no estresse
17793,Catapora,7 - 12 anos,Semanas,Masculino,MA,SP,Médico,Medico,Superior Completo,Solteiro,Católico,Sim,Excelente no estresse,Forte no estresse (PC-P),Forte no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Excelente no estresse,Boa no estresse (PC-P),Excelente no estresse
17794,Problemas de saúde do irmão,18 - 30 anos,Mais de um ano,Feminino,GO,SP,Médica,Residente Oncologia Clínica,Superior Completo,Solteiro,Evangélico,Sim,Boa no estresse (PC-P),Excelente face ao estresse,Forte no estresse (PC-I),Forte diante do impacto do estresse (PC-P),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-I)
17795,falecimento da minha avó,18 - 30 anos,Alguns dias,Feminino,MG,SP,enfermeira,residencia medica radiologia,Superior Completo,Solteiro,Outro,Não,Forte no estresse (PC-P),Excelente face ao estresse,Forte no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Forte no estresse (PC-I),Boa no estresse (PC-P),Moderada no estresse (PC-I),Fraca no estresse (PC-I)
17797,,Até 6 anos,Semanas,Feminino,SP,SP,Enfermeira,Ac Camargo Cancer Center,Superior Completo,Solteiro,Espírita,Não,Excelente no estresse,Forte no estresse (PC-P),Forte no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Forte no estresse (PC-P),Excelente no estresse,Excelente no estresse,Fraca no estresse (PC-I)
17800,Internada por asma grave,18 - 30 anos,,Feminino,AC,BA,Pediatra,Ac camargo,Pós-Graduação,Solteiro,Católico,Sim,Forte no estresse (PC-P),Forte no estresse (PC-I),Excelente no estresse,Boa diante do impacto do estresse (PC-P),Excelente no estresse,Excelente no estresse,Boa no estresse (PC-P),Fraca no estresse (PC-I)
17801,nenhum,,,Feminino,RJ,SP,Enfermeira,Residente em Enfermagem,Superior Completo,Solteiro,Outro,Sim,Excelente no estresse,Boa no estresse (PC-I),Boa no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Forte no estresse (PC-I),Excelente no estresse,Forte no estresse (PC-I),Boa no estresse (PC-P)
17805,Fratura de mandíbula,Até 6 anos,Semanas,Feminino,SP,SP,Médica,Residência médica,Superior Completo,Solteiro,Outro,Sim,Excelente no estresse,Boa no estresse (PC-P),Moderada no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Boa no estresse (PC-P),Excelente no estresse,Excelente no estresse,Forte no estresse (PC-I)
17806,Ansiedade,18 - 30 anos,Mais de um ano,Feminino,MG,SP,Fisioterapeuta,Residente,Superior Completo,Solteiro,Outro,Sim,Excelente no estresse,Excelente face ao estresse,Excelente no estresse,Forte diante do impacto do estresse (PC-I),Forte no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Moderada no estresse (PC-I)
17807,Infecção por bactéria,18 - 30 anos,Semanas,Feminino,SP,SP,Psicologia,Residente,Pós-Graduação,Solteiro,Outro,Sim,Moderada no estresse (PC-I),Boa no estresse (PC-I),Fraca no estresse (PC-I),Boa diante do impacto do estresse (PC-P),Fraca no estresse (PC-I),Boa no estresse (PC-P),Excelente no estresse,Fraca no estresse (PC-I)
17808,Miomatose uterina,18 - 30 anos,Meses,Feminino,SP,SP,Médica,Residência de oncologia clínica,Superior Completo,Solteiro,Católico,Sim,Excelente no estresse,Excelente face ao estresse,Forte no estresse (PC-P),Forte diante do impacto do estresse (PC-P),Forte no estresse (PC-P),Moderada no estresse (PC-I),Excelente no estresse,Fraca no estresse (PC-I)
17809,,,,Masculino,RJ,SP,Médico,Médico,Superior Completo,Solteiro,Outro,Sim,Boa no estresse (PC-P),Excelente face ao estresse,Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
17810,refluxo,Até 6 anos,Alguns dias,Masculino,GO,GO,Físico Médico,Residente Física Radioterapia,Superior Completo,Solteiro,Outro,Sim,Boa no estresse (PC-I),Forte no estresse (PC-I),Forte no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Excelente no estresse,Boa no estresse (PC-P),Forte no estresse (PC-I),Fraca no estresse (PC-I)
17815,nenhum,Acima,Alguns dias,Masculino,SC,SP,Médico,Residente,Superior Completo,Solteiro,Católico,Sim,Forte no estresse (PC-I),Fraca no estresse (PC-I),Moderada no estresse (PC-I),Boa diante do impacto do estresse (PC-P),Excelente no estresse,Fraca no estresse (PC-I),Moderada no estresse (PC-I),Moderada no estresse (PC-I)
17816,,Até 6 anos,Mais de um ano,Feminino,RJ,RJ,Médica,,Pós-Graduação,Solteiro,Outro,Não,Excelente no estresse,Boa no estresse (PC-P),Moderada no estresse (PC-P),Excelente face ao impacto do estresse (PC-E),Forte no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse
17817,QUANDO O MEU AVÔ FOI DIAGNOSTICADO COM CÂNCER DE PRÓSTATA,18 - 30 anos,Meses,Feminino,SP,SP,ENFERMAGEM,RESIDENTE DE ENFERMAGEM,Superior Completo,Solteiro,Outro,Sim,Forte no estresse (PC-I),Moderada no estresse (PC-I),Fraca no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Boa no estresse (PC-I),Boa no estresse (PC-P),Fraca no estresse (PC-I),Excelente no estresse
17819,Varicela,13 - 17 anos,Meses,Masculino,RN,RN,Médico e Biomédico,R4 em citopatologia,Superior Completo,Casado,Católico,Sim,Excelente no estresse,Moderada no estresse (PC-I),Moderada no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Forte no estresse (PC-I),Moderada no estresse (PC-P),Excelente no estresse,Forte no estresse (PC-P)
17821,Doença familiar,18 - 30 anos,Alguns dias,Masculino,PR,SP,Medico,Medico,Pós-Graduação,Casado,Católico,Não,Boa no estresse (PC-P),Excelente face ao estresse,Moderada no estresse (PC-I),Forte diante do impacto do estresse (PC-I),Moderada no estresse (PC-I),Moderada no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
17825,Doença - Chikungunha,18 - 30 anos,Mais de um ano,Masculino,RJ,SP,Fonoaudiólogo,Fonoaudiólogo,Superior Completo,Solteiro,Outro,Não,Forte no estresse (PC-I),Excelente face ao estresse,Fraca no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Moderada no estresse (PC-P),Boa no estresse (PC-P),Moderada no estresse (PC-P)
17827,Separação dos pais,18 - 30 anos,Mais de um ano,Masculino,RS,SP,Médico,Residente,Superior Completo,Casado,Outro,Sim,Boa no estresse (PC-P),Excelente face ao estresse,Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Boa no estresse (PC-P),Forte no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-I)
17828,Acidente de carro,7 - 12 anos,Semanas,Masculino,SP,SP,Medico,Residente AC Camargo,Superior Completo,Solteiro,Católico,Sim,Forte no estresse (PC-P),Boa no estresse (PC-P),Fraca no estresse (PC-I),Forte diante do impacto do estresse (PC-P),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
17829,Infecção no olho por lente contato,13 - 17 anos,Semanas,Feminino,AC,AC,Fonoaudióloga,,Superior Completo,Casado,Católico,Não,Forte no estresse (PC-I),Fraca no estresse (PC-I),Fraca no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Forte no estresse (PC-I),Fraca no estresse (PC-I),Forte no estresse (PC-P),Fraca no estresse (PC-I)
17830,,,,Feminino,BA,SP,Médica,,Superior Completo,Solteiro,Católico,Não,Forte no estresse (PC-P),Excelente face ao estresse,Forte no estresse (PC-P),Moderada diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Moderada no estresse (PC-P),Fraca no estresse (PC-P)
17831,,Até 6 anos,Mais de um ano,Masculino,SP,SP,Médico,Médico,Superior Completo,Solteiro,Outro,Sim,Boa no estresse (PC-P),Moderada no estresse (PC-P),Boa no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Fraca no estresse (PC-P),Moderada no estresse (PC-P),Moderada no estresse (PC-P),Excelente no estresse
17832,,,,Masculino,CE,SP,Cirurgião Geral,Médico residente cirurgia oncológica,Pós-Graduação,Solteiro,Católico,Sim,Boa no estresse (PC-P),Excelente face ao estresse,Boa no estresse (PC-P),Forte diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Forte no estresse (PC-P)
